Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
ADESA,7,CHEVROLET,GREY,Alloy,93670,MEDIUMSUV,5478,9093,0
MANHEIM,3,PONTIAC,RED,Covers,74338,COMPACT,5954,9937,1
OTHER,3,FORD,BLACK,Covers,75952,COMPACT,4725,5603,0
MANHEIM,5,FORD,GREEN,Alloy,87219,LARGESUV,10301,11625,0
OTHER,5,CHEVROLET,WHITE,NULL,59147,LARGE,4146,7395,1
ADESA,3,FORD,BLACK,Covers,58822,MEDIUM,4393,5244,0
ADESA,6,DODGE,BLUE,Alloy,85879,MEDIUMSUV,7766,11724,1
MANHEIM,7,JEEP,BLUE,Alloy,86510,SMALLSUV,5924,8877,0
MANHEIM,3,DODGE,GOLD,Alloy,77055,VAN,6530,10323,0
MANHEIM,5,ISUZU,BLACK,Alloy,54510,MEDIUMSUV,7048,10448,0
ADESA,9,FORD,WHITE,NULL,79612,MEDIUM,2060,4602,1
MANHEIM,6,FORD,GREY,Alloy,92475,MEDIUM,2782,5684,0
MANHEIM,4,FORD,GREEN,Covers,73326,COMPACT,5408,8681,0
MANHEIM,3,CHEVROLET,WHITE,Alloy,98396,LARGETRUCK,9191,13911,0
MANHEIM,6,CHEVROLET,BLUE,Alloy,67287,MEDIUMSUV,6065,9479,1
OTHER,2,PONTIAC,GREEN,Covers,55857,MEDIUM,7277,8359,0
MANHEIM,5,CHEVROLET,GREEN,Alloy,64331,MEDIUMSUV,7598,11777,1
MANHEIM,6,HYUNDAI,SILVER,Alloy,67934,MEDIUMSUV,6250,9670,1
MANHEIM,6,FORD,GREY,Alloy,87391,MEDIUM,3406,6898,1
MANHEIM,8,FORD,MAROON,Alloy,91848,VAN,2142,2813,1
ADESA,3,KIA,SILVER,Alloy,56864,MEDIUM,4415,5268,0
MANHEIM,3,PONTIAC,BROWN,Alloy,77337,LARGE,6897,7949,0
OTHER,4,MAZDA,GREY,NULL,49737,CROSSOVER,7966,11272,1
MANHEIM,4,DODGE,GREEN,Covers,70181,MEDIUM,6442,9923,1
ADESA,3,CHRYSLER,GREEN,NULL,69817,MEDIUM,5427,6361,1
ADESA,6,FORD,WHITE,Alloy,77908,SMALLSUV,4595,5463,0
ADESA,6,CHRYSLER,GREY,Alloy,86982,CROSSOVER,7318,10467,1
OTHER,1,DODGE,BLUE,Covers,47655,MEDIUM,7841,11834,0
OTHER,2,DODGE,SILVER,NULL,75378,VAN,7683,8798,1
MANHEIM,3,SATURN,WHITE,Covers,108275,MEDIUM,5977,8964,1
MANHEIM,5,CHEVROLET,WHITE,Covers,73564,LARGE,3643,4434,0
MANHEIM,6,JEEP,WHITE,Alloy,91979,MEDIUMSUV,6799,10202,1
OTHER,5,DODGE,WHITE,Alloy,52207,COMPACT,3275,6584,1
ADESA,7,MERCURY,WHITE,Alloy,70718,MEDIUMSUV,4637,8616,0
MANHEIM,5,FORD,MAROON,Covers,58683,COMPACT,3043,3786,1
MANHEIM,4,DODGE,SILVER,Alloy,83281,MEDIUM,4005,7391,0
MANHEIM,7,CHRYSLER,BLUE,Covers,85518,VAN,2354,3042,1
MANHEIM,4,DODGE,GREEN,Alloy,77689,MEDIUM,4507,5368,0
OTHER,2,CHRYSLER,BLACK,Covers,60462,MEDIUM,6715,9965,1
MANHEIM,7,NISSAN,RED,Alloy,83320,MEDIUM,4750,7763,1
OTHER,5,PONTIAC,MAROON,Covers,88871,LARGE,4920,5814,0
MANHEIM,5,CHEVROLET,SILVER,Covers,91574,MEDIUM,4663,7768,0
MANHEIM,6,SATURN,BLACK,Alloy,73613,MEDIUM,3316,6470,0
MANHEIM,6,MAZDA,BLUE,Alloy,77079,SMALLSUV,5610,8867,0
MANHEIM,3,PONTIAC,GREEN,Alloy,76159,MEDIUM,8708,12095,0
ADESA,4,FORD,GREY,Covers,58549,VAN,3475,4253,0
MANHEIM,3,CHEVROLET,BLUE,Alloy,73316,VAN,8031,9173,0
ADESA,4,SATURN,GREEN,Alloy,81669,MEDIUMSUV,8662,12246,0
MANHEIM,6,CHEVROLET,MAROON,Alloy,81765,MEDIUMSUV,7933,12767,0
OTHER,7,CHEVROLET,GREEN,Alloy,86240,MEDIUMSUV,4434,7922,0
MANHEIM,8,GMC,WHITE,Alloy,79289,SMALLTRUCK,3110,5757,1
MANHEIM,3,CHRYSLER,WHITE,Alloy,85026,MEDIUM,4677,5551,1
OTHER,5,FORD,WHITE,Alloy,77137,MEDIUM,3079,3825,1
MANHEIM,2,CHEVROLET,MAROON,Covers,49933,COMPACT,6347,9628,0
MANHEIM,5,MERCURY,WHITE,Covers,85529,MEDIUM,3324,4090,0
MANHEIM,4,CHEVROLET,WHITE,Covers,74947,SMALLTRUCK,10163,11476,1
MANHEIM,2,CHRYSLER,SILVER,Covers,52555,MEDIUM,6697,9983,0
ADESA,6,NISSAN,RED,Covers,70266,COMPACT,3597,7042,0
OTHER,2,CHEVROLET,BLACK,Covers,80311,LARGE,7513,8614,0
MANHEIM,6,KIA,BLACK,Covers,46990,MEDIUM,2586,6706,0
MANHEIM,5,NISSAN,WHITE,Alloy,82690,COMPACT,3704,6846,1
ADESA,3,MITSUBISHI,SILVER,Covers,50386,COMPACT,5460,6397,0
MANHEIM,3,CHEVROLET,BLACK,Covers,65937,LARGE,8578,11640,1
MANHEIM,3,CHRYSLER,BLUE,Covers,75391,VAN,6851,7899,0
OTHER,1,CHRYSLER,BEIGE,Covers,57057,MEDIUM,7960,9097,1
OTHER,3,CHRYSLER,BLACK,Covers,39577,MEDIUM,5483,6422,0
ADESA,6,CHRYSLER,GOLD,Alloy,96014,MEDIUM,3909,7101,1
OTHER,6,OLDSMOBILE,WHITE,Covers,73965,MEDIUM,3383,4154,1
MANHEIM,5,CHEVROLET,SILVER,Covers,70578,LARGE,4036,4859,0
MANHEIM,4,DODGE,BLUE,Alloy,84609,MEDIUMSUV,8602,9790,0
ADESA,2,LEXUS,WHITE,Alloy,10095,SPECIALTY,32250,35330,1
ADESA,7,CHRYSLER,MAROON,NULL,76698,VAN,3100,5767,1
OTHER,5,CHEVROLET,BLUE,NULL,67327,MEDIUM,5031,8195,1
OTHER,7,DODGE,GOLD,Covers,82166,COMPACT,1456,2072,1
MANHEIM,7,CHRYSLER,RED,Covers,72543,MEDIUM,2952,6156,1
MANHEIM,4,CHEVROLET,SILVER,Alloy,57465,MEDIUMSUV,8296,9460,0
ADESA,2,DODGE,BLUE,Alloy,73784,VAN,11472,12890,1
ADESA,4,MAZDA,SILVER,NULL,54567,SMALLSUV,7799,12245,1
OTHER,7,GMC,SILVER,Alloy,86057,MEDIUMSUV,6437,9611,0
OTHER,7,FORD,SILVER,Alloy,76417,VAN,2716,5687,1
MANHEIM,7,SATURN,BLUE,Alloy,67846,MEDIUM,3660,6409,1
OTHER,5,FORD,SILVER,Alloy,60432,SPORTS,6680,7714,0
MANHEIM,6,CHRYSLER,BLUE,Covers,79105,VAN,3648,4440,0
ADESA,3,DODGE,WHITE,Alloy,77853,MEDIUMSUV,10244,11564,0
MANHEIM,8,NISSAN,SILVER,Alloy,76295,MEDIUM,2997,3737,1
MANHEIM,4,FORD,SILVER,Alloy,68516,MEDIUM,4321,5167,0
ADESA,5,FORD,WHITE,Alloy,88692,SMALLTRUCK,4399,7672,0
OTHER,3,CHRYSLER,GREY,Alloy,52294,MEDIUM,4492,8153,1
ADESA,2,CHEVROLET,SILVER,Alloy,71827,LARGE,9066,10291,0
MANHEIM,7,FORD,BLACK,Alloy,84284,SMALLSUV,4050,4874,1
OTHER,1,DODGE,SILVER,Alloy,42294,MEDIUM,9835,13897,0
ADESA,6,CHEVROLET,SILVER,NULL,68207,VAN,2373,5564,1
MANHEIM,7,FORD,BLUE,Alloy,84046,COMPACT,2164,2837,1
MANHEIM,4,PONTIAC,WHITE,Covers,76260,COMPACT,3285,4048,0
MANHEIM,6,JEEP,RED,Alloy,89225,MEDIUMSUV,4451,5307,1
MANHEIM,5,FORD,RED,Alloy,73670,MEDIUMSUV,7280,8362,1
MANHEIM,4,CHRYSLER,BLUE,Covers,53338,MEDIUM,5136,8385,0
MANHEIM,3,DODGE,BLUE,Alloy,73754,VAN,5641,6592,0
MANHEIM,5,CHRYSLER,BLUE,Alloy,84153,CROSSOVER,5643,9096,0
OTHER,4,JEEP,BLUE,Alloy,93754,MEDIUMSUV,11779,15441,0
MANHEIM,2,FORD,RED,Alloy,72262,COMPACT,5358,9968,0
OTHER,3,DODGE,SILVER,Covers,56335,SPECIALTY,7311,8396,0
ADESA,9,DODGE,BLACK,NULL,91527,MEDIUMSUV,2508,5064,1
MANHEIM,4,KIA,SILVER,Covers,62676,MEDIUM,2911,3644,0
MANHEIM,6,FORD,GOLD,Covers,85110,MEDIUMSUV,4760,8205,1
MANHEIM,2,DODGE,WHITE,Alloy,74580,MEDIUMSUV,13311,14876,0
MANHEIM,4,CHEVROLET,SILVER,Special,90830,COMPACT,4715,7986,0
MANHEIM,4,FORD,GREEN,Alloy,77011,CROSSOVER,11197,14868,1
MANHEIM,2,CHEVROLET,BLACK,Covers,78860,LARGE,9088,12485,0
MANHEIM,2,MERCURY,BLACK,Alloy,85451,MEDIUM,11394,15204,0
ADESA,4,CHEVROLET,SILVER,NULL,65045,MEDIUMSUV,7875,9005,1
ADESA,5,CHEVROLET,SILVER,Alloy,85563,LARGESUV,8701,9897,0
MANHEIM,2,KIA,BLACK,Covers,53317,MEDIUM,0,0,0
ADESA,2,DODGE,SILVER,Covers,58220,MEDIUM,7480,8578,0
MANHEIM,2,CHEVROLET,GREY,Covers,75736,LARGE,7736,8855,1
MANHEIM,3,FORD,GOLD,Alloy,58102,MEDIUM,4495,5355,0
OTHER,2,CHEVROLET,BLUE,Covers,82958,LARGE,7900,12067,1
MANHEIM,3,CHRYSLER,BLUE,Covers,67834,MEDIUM,5659,9317,1
MANHEIM,7,DODGE,WHITE,Alloy,71617,SMALLTRUCK,5019,5921,1
OTHER,5,MERCURY,BLUE,Alloy,59836,VAN,4896,5788,1
OTHER,4,DODGE,GOLD,NULL,87196,MEDIUMSUV,7467,8564,1
OTHER,3,CHEVROLET,WHITE,Covers,83536,LARGE,8547,12824,0
OTHER,4,KIA,BLUE,NULL,63651,MEDIUMSUV,7472,11901,1
MANHEIM,2,DODGE,SILVER,NULL,59783,VAN,7789,8912,1
OTHER,2,MITSUBISHI,WHITE,Alloy,63357,MEDIUM,8521,11686,0
OTHER,7,FORD,GREEN,NULL,79368,MEDIUMSUV,4821,8579,1
ADESA,2,DODGE,SILVER,Alloy,60660,LARGETRUCK,14407,16060,0
MANHEIM,5,DODGE,SILVER,NULL,79992,VAN,3863,4672,1
MANHEIM,7,MAZDA,GREY,Alloy,80960,SMALLSUV,5892,9653,0
ADESA,3,PONTIAC,BLUE,Alloy,66147,LARGE,6630,7660,0
MANHEIM,7,CHRYSLER,GOLD,Covers,91091,VAN,4463,7875,0
OTHER,4,DODGE,SILVER,Covers,78327,MEDIUM,6532,9922,0
MANHEIM,3,FORD,SILVER,Alloy,63186,COMPACT,4791,5674,1
MANHEIM,6,LINCOLN,GREY,Alloy,93672,SPECIALTY,4387,8017,1
MANHEIM,3,CHEVROLET,GREY,Alloy,71119,MEDIUMSUV,8945,13233,0
ADESA,8,GMC,WHITE,Alloy,87620,MEDIUMSUV,4698,7602,1
ADESA,3,CHEVROLET,SILVER,NULL,80285,VAN,7123,8193,1
ADESA,7,JEEP,SILVER,NULL,78848,MEDIUMSUV,5103,8695,1
MANHEIM,3,DODGE,BLUE,Alloy,83011,VAN,10238,14755,0
OTHER,3,TOYOTA,WHITE,Covers,81141,MEDIUM,10343,14085,0
OTHER,7,PONTIAC,RED,Alloy,80954,VAN,3077,6906,0
MANHEIM,5,NISSAN,BLACK,Covers,82928,MEDIUM,6910,10162,0
OTHER,3,FORD,WHITE,Alloy,85751,MEDIUM,8922,12641,1
OTHER,2,DODGE,NOTAVAIL,NULL,50988,MEDIUM,7533,10574,1
MANHEIM,3,CHEVROLET,GOLD,Covers,68238,LARGE,8040,11574,0
MANHEIM,7,CHEVROLET,GREY,Alloy,87521,LARGETRUCK,8684,9879,0
MANHEIM,4,CHRYSLER,BLUE,Covers,85320,MEDIUM,4742,8328,0
MANHEIM,4,FORD,BLUE,Alloy,77229,MEDIUMSUV,7071,8137,0
ADESA,3,FORD,SILVER,Alloy,74689,MEDIUM,9484,10743,0
MANHEIM,4,FORD,GOLD,NULL,53089,VAN,5358,6287,1
ADESA,4,KIA,WHITE,Covers,81570,MEDIUM,5441,8294,0
ADESA,6,MAZDA,RED,Covers,84690,MEDIUM,5539,9081,0
OTHER,3,KIA,GREY,NULL,76466,MEDIUM,0,0,1
ADESA,7,CHRYSLER,GOLD,NULL,70158,MEDIUM,2608,3317,1
OTHER,5,NISSAN,GREY,Alloy,82161,MEDIUM,5547,9087,0
MANHEIM,4,FORD,SILVER,Alloy,74573,MEDIUM,3979,4797,1
OTHER,1,DODGE,BLACK,Covers,44903,MEDIUM,7302,8386,0
OTHER,7,DODGE,BLUE,Alloy,71546,MEDIUMSUV,4286,8011,1
MANHEIM,4,FORD,SILVER,Alloy,78215,LARGE,6305,10152,0
ADESA,6,JEEP,SILVER,Alloy,75729,SMALLSUV,6600,7628,1
ADESA,3,CHEVROLET,WHITE,NULL,81923,VAN,8102,9250,1
MANHEIM,5,SATURN,GREY,Covers,51307,MEDIUMSUV,5081,8797,1
ADESA,8,CHEVROLET,WHITE,Alloy,62335,LARGE,2991,3730,1
OTHER,4,CHRYSLER,SILVER,Covers,75993,CROSSOVER,5791,9425,0
MANHEIM,3,CHRYSLER,BLACK,Covers,44281,MEDIUM,5458,6395,0
MANHEIM,4,JEEP,GREY,Alloy,77229,SMALLSUV,7926,9060,1
MANHEIM,6,DODGE,SILVER,Covers,61174,VAN,3317,4082,1
ADESA,4,CHEVROLET,GOLD,Covers,83022,MEDIUM,6897,10504,0
MANHEIM,6,FORD,WHITE,Alloy,78558,LARGESUV,6517,7538,0
OTHER,6,FORD,GOLD,NULL,76909,MEDIUM,3231,3989,1
ADESA,3,CHEVROLET,BLUE,NULL,91564,MEDIUM,5358,6287,1
MANHEIM,6,DODGE,BROWN,Alloy,84745,MEDIUMSUV,5508,6449,0
OTHER,8,DODGE,ORANGE,Covers,87994,COMPACT,1830,2476,1
MANHEIM,4,JEEP,GOLD,Alloy,88325,SMALLSUV,8027,9169,0
MANHEIM,7,FORD,SILVER,Covers,80418,VAN,2308,2993,1
MANHEIM,8,LINCOLN,GREY,Alloy,82388,LARGE,3931,4745,1
MANHEIM,4,FORD,GREEN,Covers,69908,LARGETRUCK,7560,10862,0
OTHER,3,CHEVROLET,WHITE,Alloy,70673,LARGE,7442,10830,0
MANHEIM,4,TOYOTA,WHITE,Alloy,80584,COMPACT,6639,10418,0
MANHEIM,5,NISSAN,WHITE,Alloy,80139,MEDIUM,6105,9573,0
OTHER,3,DODGE,BLUE,Covers,73348,VAN,5834,6801,1
MANHEIM,5,DODGE,WHITE,Alloy,77920,COMPACT,2983,3722,1
OTHER,3,DODGE,BLUE,Covers,90124,MEDIUM,6562,10216,1
MANHEIM,2,CHEVROLET,SILVER,Alloy,76534,LARGE,8618,12549,0
MANHEIM,5,CHEVROLET,BLACK,Alloy,90957,LARGETRUCK,5944,6920,0
MANHEIM,4,FORD,WHITE,NULL,87562,MEDIUMSUV,9584,13858,1
MANHEIM,4,CHRYSLER,SILVER,Covers,76469,MEDIUM,4273,5115,1
MANHEIM,4,CHEVROLET,BLACK,Alloy,67145,MEDIUM,6055,9970,0
OTHER,5,PONTIAC,BLUE,Alloy,60597,MEDIUM,6171,10021,1
MANHEIM,3,CHRYSLER,BLUE,Alloy,73105,MEDIUM,5124,6034,0
MANHEIM,7,FORD,GREEN,Alloy,59439,MEDIUMSUV,4328,7919,0
MANHEIM,3,CHRYSLER,BLUE,Covers,77882,VAN,6996,8056,0
MANHEIM,6,KIA,BLACK,Alloy,72883,MEDIUM,2868,6119,0
ADESA,7,CHRYSLER,GOLD,NULL,82729,MEDIUM,2608,3317,1
MANHEIM,2,VOLKSWAGEN,SILVER,Covers,39355,COMPACT,9993,13249,0
MANHEIM,4,FORD,RED,Alloy,47049,MEDIUM,3688,4483,0
OTHER,3,DODGE,GREY,Alloy,94849,LARGETRUCK,12575,17516,1
MANHEIM,2,DODGE,WHITE,Covers,61808,SPECIALTY,10273,13737,1
MANHEIM,6,DODGE,GREY,Alloy,98277,MEDIUM,2349,5602,1
OTHER,6,CHEVROLET,GOLD,Covers,89205,SMALLTRUCK,2154,2826,0
MANHEIM,3,CHEVROLET,GOLD,Covers,75374,MEDIUM,6311,7316,0
MANHEIM,5,PONTIAC,GOLD,Covers,68412,MEDIUM,3802,6743,1
ADESA,4,CHEVROLET,GREY,NULL,78355,LARGE,4424,5278,1
ADESA,3,FORD,SILVER,Covers,77826,MEDIUM,3961,4778,0
OTHER,4,MAZDA,SILVER,Alloy,61896,MEDIUM,7648,11359,0
ADESA,3,GMC,BLUE,NULL,78912,SMALLTRUCK,5618,6567,1
OTHER,4,CHRYSLER,BLUE,Alloy,65076,CROSSOVER,6947,8003,0
MANHEIM,5,SATURN,BLACK,Special,86289,MEDIUM,5658,8932,0
OTHER,3,DODGE,BEIGE,NULL,78419,MEDIUM,4527,5389,1
OTHER,8,GMC,WHITE,Alloy,83442,LARGESUV,4003,4823,1
OTHER,3,CHRYSLER,SILVER,NULL,61375,MEDIUM,7530,10664,1
MANHEIM,3,DODGE,SILVER,Covers,80864,MEDIUM,7627,11024,1
MANHEIM,5,CHEVROLET,BLACK,Covers,66573,MEDIUM,4556,5420,0
ADESA,4,SUZUKI,SILVER,Covers,73620,MEDIUM,3491,6776,0
OTHER,7,FORD,BROWN,Alloy,82916,SPORTS,4380,5230,1
MANHEIM,4,KIA,SILVER,Alloy,67662,MEDIUM,3628,4418,0
OTHER,6,OLDSMOBILE,WHITE,Alloy,90655,MEDIUM,2889,5978,1
OTHER,4,NISSAN,WHITE,NULL,75895,MEDIUM,5954,6930,1
MANHEIM,3,SATURN,GOLD,Covers,66961,MEDIUM,5579,6525,0
OTHER,5,FORD,GREY,NULL,69686,COMPACT,3177,3931,1
MANHEIM,6,FORD,BLACK,Alloy,66795,MEDIUMSUV,6806,10455,1
MANHEIM,3,SUZUKI,BLUE,Covers,54664,COMPACT,5503,8736,0
ADESA,4,CHEVROLET,BLUE,Covers,72670,COMPACT,4948,5844,1
MANHEIM,4,DODGE,GREEN,Alloy,59936,MEDIUM,4324,7702,1
OTHER,7,FORD,SILVER,Alloy,64775,SPORTS,3751,4551,1
OTHER,4,KIA,WHITE,Covers,86539,MEDIUM,4347,7275,0
ADESA,3,CHRYSLER,BLUE,Covers,71325,MEDIUM,5443,6378,1
ADESA,3,FORD,NULL,NULL,80212,VAN,4899,5791,0
OTHER,3,KIA,GOLD,Covers,68729,MEDIUM,5148,6060,0
OTHER,6,SATURN,RED,Alloy,72749,MEDIUM,3070,6159,0
ADESA,5,CHRYSLER,GOLD,Alloy,49135,LARGE,3144,3896,0
MANHEIM,6,SATURN,BLUE,Alloy,80995,MEDIUM,2997,3737,0
MANHEIM,5,JEEP,SILVER,Alloy,89608,MEDIUMSUV,8858,12537,1
OTHER,4,SUZUKI,RED,Covers,25861,MEDIUM,4360,7502,0
MANHEIM,4,DODGE,GREY,Covers,48970,MEDIUMSUV,6818,7863,1
MANHEIM,5,CHRYSLER,SILVER,Alloy,72880,CROSSOVER,6929,7983,0
ADESA,4,DODGE,GOLD,Alloy,61420,MEDIUM,4263,7289,0
OTHER,4,CHRYSLER,GREY,Covers,83691,CROSSOVER,6811,10338,0
OTHER,5,CHRYSLER,MAROON,Alloy,77775,MEDIUM,4295,8075,1
MANHEIM,3,FORD,WHITE,Alloy,76870,LARGE,6281,7283,0
MANHEIM,3,SATURN,SILVER,Covers,60868,MEDIUM,5369,6299,0
OTHER,6,PONTIAC,BEIGE,Covers,79054,LARGE,2449,3145,1
OTHER,6,HYUNDAI,BLUE,Alloy,90763,SPORTS,3959,7396,0
MANHEIM,4,GMC,GREEN,Alloy,78120,MEDIUMSUV,10368,11697,0
MANHEIM,8,FORD,BLUE,Alloy,83414,MEDIUMSUV,0,0,1
ADESA,5,CHRYSLER,SILVER,Alloy,72790,CROSSOVER,6211,7208,0
MANHEIM,7,CHEVROLET,WHITE,Alloy,76388,MEDIUM,2948,3684,1
OTHER,1,CHRYSLER,SILVER,Covers,49956,MEDIUM,9212,13215,0
MANHEIM,7,FORD,RED,Alloy,80347,LARGESUV,7570,11579,1
ADESA,5,FORD,GREY,NULL,73995,MEDIUMSUV,5341,6268,1
ADESA,4,CHEVROLET,SILVER,Alloy,85081,MEDIUMSUV,7072,8138,1
OTHER,3,FORD,RED,NULL,90474,COMPACT,5687,9463,1
MANHEIM,4,CHRYSLER,SILVER,Alloy,58741,CROSSOVER,7684,8799,1
OTHER,2,HONDA,GREEN,Covers,48133,COMPACT,10421,15113,0
MANHEIM,4,KIA,SILVER,Covers,66747,MEDIUM,4520,7704,1
ADESA,4,FORD,SILVER,Alloy,84749,LARGESUV,11898,16836,1
ADESA,4,CHRYSLER,BLUE,NULL,86429,VAN,5760,9603,1
MANHEIM,6,CHEVROLET,BLACK,Alloy,89277,MEDIUMSUV,5833,9642,0
ADESA,7,MERCURY,GOLD,Alloy,81158,MEDIUM,2492,3191,1
ADESA,4,CHEVROLET,SILVER,NULL,84686,MEDIUMSUV,8006,9146,1
MANHEIM,6,FORD,BLUE,Alloy,83970,MEDIUM,3390,4161,1
ADESA,6,MITSUBISHI,GREY,Covers,45037,COMPACT,2509,3210,0
MANHEIM,7,MERCURY,RED,Alloy,88636,MEDIUMSUV,3788,4591,1
OTHER,4,CHEVROLET,GREY,NULL,71801,MEDIUMSUV,9098,12950,1
MANHEIM,4,DODGE,BLUE,Alloy,98700,MEDIUMSUV,10227,14692,0
OTHER,4,CHEVROLET,BLACK,NULL,79568,COMPACT,3669,4463,1
MANHEIM,5,DODGE,GREY,Alloy,86804,MEDIUM,4056,7047,1
MANHEIM,2,DODGE,BLACK,Covers,76316,MEDIUM,8171,12063,0
OTHER,2,SUZUKI,WHITE,Covers,39653,MEDIUM,5164,6077,1
OTHER,3,FORD,WHITE,Covers,62685,MEDIUM,5364,9249,0
ADESA,4,CHEVROLET,RED,Alloy,76060,MEDIUMSUV,7325,8411,0
MANHEIM,3,CHRYSLER,SILVER,Covers,38800,MEDIUM,5479,6417,0
ADESA,3,DODGE,RED,Alloy,70293,VAN,6451,10770,0
MANHEIM,5,CHEVROLET,WHITE,Alloy,61611,COMPACT,2886,3617,1
OTHER,3,CHEVROLET,BLUE,Covers,70074,LARGE,8052,11583,0
OTHER,4,JEEP,SILVER,NULL,77934,MEDIUMSUV,10689,14068,1
MANHEIM,4,CHEVROLET,SILVER,Covers,83500,LARGE,6261,10044,0
ADESA,3,PONTIAC,SILVER,Covers,76859,MEDIUM,8433,11959,0
ADESA,1,PONTIAC,BLACK,Alloy,19610,SPORTS,14539,20008,1
OTHER,4,CHEVROLET,BROWN,Alloy,62468,MEDIUMSUV,9016,13075,0
OTHER,5,CHEVROLET,MAROON,Alloy,80012,MEDIUM,4504,5364,0
MANHEIM,8,FORD,BLACK,Alloy,89874,VAN,2193,2868,1
MANHEIM,8,HONDA,GOLD,Alloy,93279,MEDIUM,4574,5440,1
MANHEIM,7,SATURN,RED,Covers,60711,MEDIUMSUV,3844,7423,0
MANHEIM,3,PONTIAC,RED,Alloy,69436,MEDIUM,8130,11719,1
MANHEIM,7,CHEVROLET,WHITE,Covers,60560,MEDIUM,2613,5386,1
MANHEIM,6,FORD,BLACK,Alloy,45721,COMPACT,3124,3874,0
OTHER,3,CHEVROLET,GOLD,NULL,73548,COMPACT,5487,9318,1
MANHEIM,6,DODGE,GREY,Alloy,61259,MEDIUM,2643,5435,0
OTHER,6,FORD,RED,Alloy,76265,SPORTS,4567,5432,0
MANHEIM,3,FORD,RED,Covers,92376,COMPACT,5999,9596,0
OTHER,3,CHEVROLET,SILVER,Alloy,61967,MEDIUM,6311,7316,0
OTHER,3,NISSAN,BEIGE,Covers,81915,MEDIUM,9136,10367,0
MANHEIM,6,LINCOLN,BLUE,Alloy,88084,MEDIUMSUV,8488,13303,1
MANHEIM,4,DODGE,RED,Alloy,83296,MEDIUMSUV,9871,13919,0
OTHER,3,SUZUKI,SILVER,Alloy,79964,MEDIUMSUV,7078,8144,1
MANHEIM,2,DODGE,BLUE,Covers,69644,MEDIUM,7260,11144,0
ADESA,5,MERCURY,GOLD,Alloy,70209,MEDIUMSUV,6192,10078,0
MANHEIM,6,CHRYSLER,GREEN,Covers,87380,VAN,3436,4211,1
MANHEIM,6,DODGE,WHITE,Covers,51941,COMPACT,2576,5512,1
MANHEIM,7,SATURN,BLUE,Covers,76057,MEDIUM,3149,6011,0
ADESA,7,NISSAN,GOLD,NULL,92080,SMALLTRUCK,5823,6789,1
OTHER,1,CHRYSLER,SILVER,Covers,53237,MEDIUM,8877,10087,0
ADESA,5,DODGE,RED,NULL,54547,COMPACT,2765,3486,1
MANHEIM,7,PONTIAC,WHITE,Covers,74363,MEDIUM,2244,2924,1
OTHER,4,DODGE,GREEN,Covers,58795,MEDIUM,6274,10925,0
MANHEIM,4,CHRYSLER,BLACK,Covers,71061,SPECIALTY,9140,13069,0
MANHEIM,7,CHEVROLET,GREY,Alloy,50428,MEDIUMSUV,5109,9134,1
MANHEIM,4,BUICK,GREY,Alloy,72973,LARGE,6415,7428,0
MANHEIM,4,DODGE,BLACK,Alloy,72081,SPECIALTY,5742,6701,0
ADESA,5,NISSAN,BLACK,Alloy,71332,MEDIUMSUV,6924,10406,0
ADESA,4,CHRYSLER,WHITE,Alloy,90206,MEDIUM,4046,4870,0
MANHEIM,6,FORD,BLUE,Covers,54967,COMPACT,2863,3592,1
MANHEIM,7,FORD,GREEN,Covers,67072,VAN,2268,2949,1
MANHEIM,5,PONTIAC,GREY,Covers,99146,MEDIUM,3254,5751,1
MANHEIM,5,FORD,GOLD,Alloy,98176,MEDIUM,4401,7593,1
MANHEIM,5,PONTIAC,GREY,Alloy,88406,LARGE,5150,8501,0
MANHEIM,8,MITSUBISHI,SILVER,Alloy,73293,LARGESUV,5993,6972,1
MANHEIM,5,CHEVROLET,BLUE,Covers,72348,COMPACT,4199,6959,0
MANHEIM,2,FORD,BLACK,Alloy,86393,MEDIUM,10933,15039,0
ADESA,5,CHEVROLET,SILVER,Covers,62305,COMPACT,2862,3591,0
MANHEIM,5,CHEVROLET,SILVER,Alloy,71715,MEDIUM,5016,8245,0
ADESA,3,CHEVROLET,SILVER,Alloy,70566,MEDIUM,7000,8060,0
MANHEIM,3,CHRYSLER,RED,Covers,51881,VAN,5901,9657,1
MANHEIM,6,DODGE,GREY,Alloy,57644,MEDIUM,3472,7039,0
MANHEIM,2,DODGE,WHITE,Covers,78653,VAN,8432,9607,1
ADESA,5,MITSUBISHI,GREY,NULL,89644,MEDIUM,4417,7507,1
ADESA,4,MERCURY,GREY,Alloy,77029,MEDIUM,3679,4473,1
OTHER,5,DODGE,WHITE,Alloy,46697,COMPACT,3257,6207,1
OTHER,2,CHRYSLER,WHITE,Covers,44194,MEDIUM,6312,7317,0
MANHEIM,5,CHEVROLET,GREY,NULL,79768,MEDIUMSUV,5654,6606,1
MANHEIM,5,TOYOTA,GOLD,Covers,82664,MEDIUM,7303,10360,0
MANHEIM,4,CHRYSLER,BLACK,Alloy,88195,SPECIALTY,7891,9022,1
ADESA,3,FORD,BLACK,Covers,96842,COMPACT,5169,8687,1
MANHEIM,7,LEXUS,SILVER,Covers,96182,SPECIALTY,8774,9976,1
ADESA,6,NISSAN,GOLD,NULL,80405,COMPACT,3205,3961,1
